,clusters,Latitude,Longitude,geometry
0,1,15.799122,120.498531,POINT (120.498531 15.799122)
1,2,18.19638889,120.58666670000001,POINT (120.5866667 18.19638889)
2,0,15.780154999999999,120.460509,POINT (120.460509 15.780155)
3,0,18.168875,120.69539170000002,POINT (120.6953917 18.168875)
4,2,18.531941,120.75589,POINT (120.75589 18.531941)
6,2,16.162879,119.77311,POINT (119.77311 16.162879)
7,2,15.86600556,120.3282722,POINT (120.3282722 15.86600556)
8,0,18.24726389,120.65193889999999,POINT (120.6519389 18.24726389)
9,0,18.531789,120.615402,POINT (120.615402 18.531789)
10,1,15.926860999999999,120.442371,POINT (120.442371 15.926861)
11,0,18.158582,120.761857,POINT (120.761857 18.158582)
12,0,16.234129,119.93082199999999,POINT (119.930822 16.234129)
13,2,16.52405833,120.3498,POINT (120.3498 16.52405833)
14,0,17.944346,120.706324,POINT (120.706324 17.944346)
16,2,18.462301999999998,120.901845,POINT (120.901845 18.462302)
17,0,17.388542,120.517357,POINT (120.517357 17.388542)
18,2,16.92255,120.47116100000001,POINT (120.471161 16.92255)
19,2,16.895148000000002,120.415846,POINT (120.415846 16.895148)
20,0,18.451498,120.646098,POINT (120.646098 18.451498)
21,1,16.205104000000002,120.51402,POINT (120.51402 16.205104)
22,2,15.89084722,120.32321670000002,POINT (120.3232167 15.89084722)
23,0,18.549522,120.81314499999999,POINT (120.813145 18.549522)
24,2,16.118333,119.796667,POINT (119.796667 16.118333)
25,2,16.022841,120.730731,POINT (120.730731 16.022841)
26,2,16.325118,120.369534,POINT (120.369534 16.325118)
27,1,16.322479,120.36587800000001,POINT (120.365878 16.322479)
28,0,16.50558,120.45142,POINT (120.45142 16.50558)
29,1,15.885278,120.237778,POINT (120.237778 15.885278)
31,2,16.50344444,120.4227111,POINT (120.4227111 16.50344444)
32,2,15.910747,120.40711999999999,POINT (120.40712 15.910747)
33,1,16.160137,119.982593,POINT (119.982593 16.160137)
34,0,17.673464000000003,120.37289399999999,POINT (120.372894 17.673464)
36,2,15.846944,120.520278,POINT (120.520278 15.846944)
37,2,16.072534,120.441184,POINT (120.441184 16.072534)
38,0,18.21735,120.63793329999999,POINT (120.6379333 18.21735)
39,0,17.170385,120.60888700000001,POINT (120.608887 17.170385)
40,1,15.91667222,120.41666670000001,POINT (120.4166667 15.91667222)
41,2,16.003789,120.38403600000001,POINT (120.384036 16.003789)
42,0,16.617427,120.469452,POINT (120.469452 16.617427)
43,2,16.157232999999998,120.52223500000001,POINT (120.522235 16.157233)
44,0,16.888429000000002,120.527193,POINT (120.527193 16.888429)
45,2,15.837217,120.41561200000001,POINT (120.415612 15.837217)
46,2,16.106299,120.56320900000001,POINT (120.563209 16.106299)
47,0,18.195999999999998,120.59299999999999,POINT (120.593 18.196)
48,2,16.0325,120.408056,POINT (120.408056 16.0325)
49,2,15.971901999999998,120.244321,POINT (120.244321 15.971902)
50,0,16.0575,119.80631899999999,POINT (119.806319 16.0575)
51,2,17.166399,120.48816000000001,POINT (120.48816 17.166399)
52,2,16.80886,120.331698,POINT (120.331698 16.80886)
53,2,16.123333,119.78361100000001,POINT (119.783611 16.123333)
54,2,16.101925,119.966283,POINT (119.966283 16.101925)
55,0,18.292254999999997,120.685276,POINT (120.685276 18.292255)
56,2,16.976835,120.762573,POINT (120.762573 16.976835)
57,2,16.096944,120.53694399999999,POINT (120.536944 16.096944)
58,2,16.167348,120.491495,POINT (120.491495 16.167348)
59,2,15.963579000000001,119.87020600000001,POINT (119.870206 15.963579)
60,2,16.327825,120.4086639,POINT (120.4086639 16.327825)
61,1,15.87146389,120.53789440000001,POINT (120.5378944 15.87146389)
62,0,16.016681,120.445394,POINT (120.445394 16.016681)
63,1,15.777626999999999,120.45702299999999,POINT (120.457023 15.777627)
64,2,16.136260999999998,119.97009399999999,POINT (119.970094 16.136261)
65,2,16.162171,119.91966200000002,POINT (119.919662 16.162171)
66,2,15.832751000000002,120.440721,POINT (120.440721 15.832751)
67,2,17.0662,120.464188,POINT (120.464188 17.0662)
69,2,16.150289,120.44996499999999,POINT (120.449965 16.150289)
71,0,16.29780278,120.47601110000001,POINT (120.4760111 16.29780278)
72,0,16.297641,120.476231,POINT (120.476231 16.297641)
73,2,16.474287,120.40643600000001,POINT (120.406436 16.474287)
74,2,15.773484,120.40385400000001,POINT (120.403854 15.773484)
75,0,16.297354000000002,120.395324,POINT (120.395324 16.297354)
76,0,16.29741667,120.39505279999999,POINT (120.3950528 16.29741667)
77,2,16.026365,120.36945300000001,POINT (120.369453 16.026365)
78,2,17.300068,120.42371399999999,POINT (120.423714 17.300068)
79,2,15.9875,120.33555559999999,POINT (120.3355556 15.9875)
80,0,17.47143889,120.4916528,POINT (120.4916528 17.47143889)
81,0,17.16902051,120.515449,POINT (120.515449 17.16902051)
82,0,16.86434,120.58390700000001,POINT (120.583907 16.86434)
83,1,16.236114999999998,120.432341,POINT (120.432341 16.236115)
84,0,16.656876999999998,120.46581,POINT (120.46581 16.656877)
85,0,17.354983999999998,120.501755,POINT (120.501755 17.354984)
86,2,16.064315,120.666576,POINT (120.666576 16.064315)
87,0,16.874024,120.54572900000001,POINT (120.545729 16.874024)
88,1,15.86833611,120.38870279999999,POINT (120.3887028 15.86833611)
89,0,16.048451999999997,119.85672,POINT (119.85672 16.048452)
90,2,16.287095,119.951295,POINT (119.951295 16.287095)
91,2,15.723889000000002,120.340278,POINT (120.340278 15.723889)
92,2,16.345462,120.4428,POINT (120.4428 16.345462)
93,1,15.977142,120.24829799999999,POINT (120.248298 15.977142)
94,1,15.811944,120.34166699999999,POINT (120.341667 15.811944)
95,0,16.503621,120.42251999999999,POINT (120.42252 16.503621)
96,2,16.113611,120.426667,POINT (120.426667 16.113611)
97,2,15.975091,120.86376299999999,POINT (120.863763 15.975091)
98,2,15.95083333,120.38029170000001,POINT (120.3802917 15.95083333)
99,2,16.049101,120.38193500000001,POINT (120.381935 16.049101)
100,2,15.862916,120.281471,POINT (120.281471 15.862916)
102,0,17.553747,120.394497,POINT (120.394497 17.553747)
103,1,15.99388889,120.5788889,POINT (120.5788889 15.99388889)
104,2,16.00032222,120.5727,POINT (120.5727 16.00032222)
105,0,17.326105,120.46196,POINT (120.46196 17.326105)
107,2,17.106811999999998,120.436333,POINT (120.436333 17.106812)
108,1,15.92847778,120.34896670000002,POINT (120.3489667 15.92847778)
109,0,16.706073999999997,120.444625,POINT (120.444625 16.706074)
110,2,15.82514,120.486658,POINT (120.486658 15.82514)
111,2,18.253666,120.60618000000001,POINT (120.60618 18.253666)
112,0,16.86433,120.583875,POINT (120.583875 16.86433)
113,2,17.319288,120.428497,POINT (120.428497 17.319288)
114,2,16.793582999999998,120.413207,POINT (120.413207 16.793583)
115,2,18.195999999999998,120.59299999999999,POINT (120.593 18.196)
116,0,16.881414000000003,120.582586,POINT (120.582586 16.881414)
117,2,15.888681,120.416762,POINT (120.416762 15.888681)
118,2,16.034801,120.206447,POINT (120.206447 16.034801)
119,1,15.89918333,120.28741670000001,POINT (120.2874167 15.89918333)
120,2,16.226456,119.89441699999999,POINT (119.894417 16.226456)
121,0,17.439852,120.48938799999999,POINT (120.489388 17.439852)
122,2,15.88543333,120.37688329999999,POINT (120.3768833 15.88543333)
123,0,16.792491000000002,120.42968400000001,POINT (120.429684 16.792491)
124,2,17.91098,120.51209399999999,POINT (120.512094 17.91098)
125,0,17.78082778,120.49813059999998,POINT (120.4981306 17.78082778)
126,2,16.123611,120.435278,POINT (120.435278 16.123611)
127,0,17.112816,120.52869399999999,POINT (120.528694 17.112816)
128,2,17.700535000000002,120.412659,POINT (120.412659 17.700535)
129,1,17.93538,120.465391,POINT (120.465391 17.93538)
130,2,16.395754999999998,120.355723,POINT (120.355723 16.395755)
131,2,16.01421944,120.69785279999999,POINT (120.6978528 16.01421944)
132,2,16.00916944,120.6917,POINT (120.6917 16.00916944)
133,2,17.77487,120.48912,POINT (120.48912 17.77487)
134,1,16.382654000000002,119.883606,POINT (119.883606 16.382654)
135,0,16.116781,119.79996499999999,POINT (119.799965 16.116781)
137,0,15.811575,120.565055,POINT (120.565055 15.811575)
138,2,16.196710999999997,120.51421599999999,POINT (120.514216 16.196711)
139,2,16.283335,119.966669,POINT (119.966669 16.283335)
140,1,16.198253,119.86034099999999,POINT (119.860341 16.198253)
141,2,16.063916,120.67018300000001,POINT (120.670183 16.063916)
142,2,16.157170999999998,120.522224,POINT (120.522224 16.157171)
144,2,15.916669,120.41666699999999,POINT (120.416667 15.916669)
145,2,15.985130300000002,120.2026554,POINT (120.2026554 15.9851303)
146,2,16.008488,120.668365,POINT (120.668365 16.008488)
147,0,18.1725,120.596,POINT (120.596 18.1725)
148,2,15.970556,120.208056,POINT (120.208056 15.970556)
149,2,15.862135,120.509749,POINT (120.509749 15.862135)
150,2,15.842282999999998,120.47528100000001,POINT (120.475281 15.842283)
151,1,15.869028,119.90676100000002,POINT (119.906761 15.869028)
152,1,16.324917000000003,119.947014,POINT (119.947014 16.324917)
153,0,16.09562222,120.4810361,POINT (120.4810361 16.09562222)
154,2,16.283171,119.96698799999999,POINT (119.966988 16.283171)
155,0,16.818039000000002,120.36584599999999,POINT (120.365846 16.818039)
156,0,17.162942,120.440376,POINT (120.440376 17.162942)
157,2,17.567219899999998,120.37767520000001,POINT (120.3776752 17.5672199)
158,2,18.11621389,120.57236940000001,POINT (120.5723694 18.11621389)
159,2,16.009722,120.223611,POINT (120.223611 16.009722)
160,0,16.582373,120.48389399999999,POINT (120.483894 16.582373)
161,2,17.11298,120.73386399999998,POINT (120.733864 17.11298)
162,0,17.385208,120.539345,POINT (120.539345 17.385208)
163,1,16.052042999999998,120.46704,POINT (120.46704 16.052043)
164,2,17.053984,120.464821,POINT (120.464821 17.053984)
165,2,15.8636,120.00091599999999,POINT (120.000916 15.8636)
166,2,15.930975,120.5802528,POINT (120.5802528 15.930975)
167,0,15.93719,120.594053,POINT (120.594053 15.93719)
168,0,15.930635999999998,120.581701,POINT (120.581701 15.930636)
169,2,18.25096389,120.60895829999998,POINT (120.6089583 18.25096389)
170,2,16.022222,120.34611100000001,POINT (120.346111 16.022222)
171,1,16.541075,120.32047779999999,POINT (120.3204778 16.541075)
172,1,15.884444,120.34138899999999,POINT (120.341389 15.884444)
173,2,16.032204,119.92989299999999,POINT (119.929893 16.032204)
174,2,15.824107999999999,120.462709,POINT (120.462709 15.824108)
175,0,16.682407,120.39738500000001,POINT (120.397385 16.682407)
177,0,17.72257778,120.4517861,POINT (120.4517861 17.72257778)
178,0,18.115053,120.679993,POINT (120.679993 18.115053)
179,2,18.19861111,120.65583329999998,POINT (120.6558333 18.19861111)
180,2,17.066485999999998,120.473091,POINT (120.473091 17.066486)
181,0,18.529562,120.77185800000001,POINT (120.771858 18.529562)
182,2,18.088901999999997,120.499749,POINT (120.499749 18.088902)
183,2,15.976541000000001,120.607325,POINT (120.607325 15.976541)
184,1,15.980437,120.62196399999999,POINT (120.621964 15.980437)
185,1,15.923351,120.47469,POINT (120.47469 15.923351)
186,2,15.92345278,120.47510559999999,POINT (120.4751056 15.92345278)
188,0,17.953787,120.509575,POINT (120.509575 17.953787)
189,1,15.97472222,120.58166670000001,POINT (120.5816667 15.97472222)
190,0,17.930471,120.47613799999999,POINT (120.476138 17.930471)
191,2,17.925448,120.474966,POINT (120.474966 17.925448)
192,2,17.20254765,120.4542115,POINT (120.4542115 17.20254765)
193,0,17.18749655,120.4650825,POINT (120.4650825 17.18749655)
194,2,17.20919649,120.44642240000002,POINT (120.4464224 17.20919649)
195,2,18.127123,120.738945,POINT (120.738945 18.127123)
196,2,16.46850833,120.3351722,POINT (120.3351722 16.46850833)
197,0,18.123229000000002,120.753603,POINT (120.753603 18.123229)
199,0,17.541159,120.37426,POINT (120.37426 17.541159)
200,0,18.325689999999998,120.683176,POINT (120.683176 18.32569)
201,2,15.994722,120.515,POINT (120.515 15.994722)
202,0,16.607548,120.438223,POINT (120.438223 16.607548)
203,0,18.134628,120.708555,POINT (120.708555 18.134628)
204,2,16.27090278,120.4192889,POINT (120.4192889 16.27090278)
205,0,15.898445,120.648155,POINT (120.648155 15.898445)
206,2,15.87020833,120.45873610000001,POINT (120.4587361 15.87020833)
207,0,16.072646,120.353276,POINT (120.353276 16.072646)
208,0,18.158026,120.54543999999999,POINT (120.54544 18.158026)
209,0,16.133889,120.492222,POINT (120.492222 16.133889)
210,2,16.033009,120.26628999999998,POINT (120.26629 16.033009)
211,2,17.5867,120.385,POINT (120.385 17.5867)
212,2,15.85358056,120.3646278,POINT (120.3646278 15.85358056)
213,0,16.017778,120.19666699999999,POINT (120.196667 16.017778)
214,2,16.116915,119.99638799999998,POINT (119.996388 16.116915)
215,2,16.046642000000002,120.593893,POINT (120.593893 16.046642)
217,1,16.027706,120.361465,POINT (120.361465 16.027706)
218,2,16.823649,120.400512,POINT (120.400512 16.823649)
219,2,16.28570833,120.35985559999999,POINT (120.3598556 16.28570833)
220,0,18.602379,120.87371100000001,POINT (120.873711 18.602379)
221,2,18.162709,120.552958,POINT (120.552958 18.162709)
222,2,16.31980833,120.34075829999999,POINT (120.3407583 16.31980833)
223,2,15.925861,120.290517,POINT (120.290517 15.925861)
224,1,16.122408,119.949326,POINT (119.949326 16.122408)
225,1,15.843611,120.388056,POINT (120.388056 15.843611)
226,0,16.639166,120.42135800000001,POINT (120.421358 16.639166)
227,2,15.908675,120.32490279999999,POINT (120.3249028 15.908675)
228,0,16.48226,120.44608600000001,POINT (120.446086 16.48226)
229,2,16.194409,119.984351,POINT (119.984351 16.194409)
230,2,18.093132,120.56097700000001,POINT (120.560977 18.093132)
231,0,15.955389000000002,120.736217,POINT (120.736217 15.955389)
232,1,15.89264722,120.660075,POINT (120.660075 15.89264722)
233,2,17.22839722,120.44494440000001,POINT (120.4449444 17.22839722)
234,1,16.357387,119.860875,POINT (119.860875 16.357387)
235,2,16.00583333,120.3527778,POINT (120.3527778 16.00583333)
236,1,15.96088056,120.401875,POINT (120.401875 15.96088056)
237,0,16.043813,120.593855,POINT (120.593855 16.043813)
238,2,15.95216944,120.4794139,POINT (120.4794139 15.95216944)
239,2,15.87849444,120.36096940000002,POINT (120.3609694 15.87849444)
240,0,16.142751999999998,119.895802,POINT (119.895802 16.142752)
241,2,16.52162778,120.372825,POINT (120.372825 16.52162778)
242,0,16.125951,120.05510100000001,POINT (120.055101 16.125951)
243,2,15.998106,120.225849,POINT (120.225849 15.998106)
244,2,15.989977,120.28298899999999,POINT (120.282989 15.989977)
245,2,16.037754999999997,120.457325,POINT (120.457325 16.037755)
246,0,17.099878,120.520927,POINT (120.520927 17.099878)
247,2,15.89718333,120.6724361,POINT (120.6724361 15.89718333)
248,2,15.801067999999999,120.463825,POINT (120.463825 15.801068)
249,0,15.846921,119.94023100000001,POINT (119.940231 15.846921)
250,1,15.827331,119.942383,POINT (119.942383 15.827331)
251,1,15.991667000000001,120.22861100000001,POINT (120.228611 15.991667)
252,0,17.54869722,120.4539472,POINT (120.4539472 17.54869722)
253,2,15.993542999999999,120.43145600000001,POINT (120.431456 15.993543)
254,1,16.011105,120.339149,POINT (120.339149 16.011105)
257,0,17.236158,120.479569,POINT (120.479569 17.236158)
258,2,18.510655,120.72545600000001,POINT (120.725456 18.510655)
259,2,16.738172,120.453985,POINT (120.453985 16.738172)
260,0,16.550803,120.38039199999999,POINT (120.380392 16.550803)
261,1,17.416142999999998,120.517036,POINT (120.517036 17.416143)
264,2,16.900142000000002,120.447589,POINT (120.447589 16.900142)
265,2,16.895733,120.424144,POINT (120.424144 16.895733)
266,0,16.624205,120.378891,POINT (120.378891 16.624205)
267,0,16.964787,120.60808600000001,POINT (120.608086 16.964787)
268,2,17.461996,120.51028400000001,POINT (120.510284 17.461996)
269,0,17.953871,120.64238300000001,POINT (120.642383 17.953871)
270,0,18.27523889,120.60310279999999,POINT (120.6031028 18.27523889)
271,2,18.5384267,120.7631564,POINT (120.7631564 18.5384267)
272,2,16.18424,119.86528700000001,POINT (119.865287 16.18424)
273,0,15.901110999999998,120.26388899999999,POINT (120.263889 15.901111)
274,1,16.220011,120.41278700000001,POINT (120.412787 16.220011)
275,2,15.90114722,120.26398329999999,POINT (120.2639833 15.90114722)
277,2,17.220154,120.501457,POINT (120.501457 17.220154)
278,2,17.981601,120.655282,POINT (120.655282 17.981601)
280,2,16.1844,119.896,POINT (119.896 16.1844)
281,2,16.166487,119.89537800000001,POINT (119.895378 16.166487)
282,2,17.580377,120.39058200000001,POINT (120.390582 17.580377)
283,0,15.799416,120.25331100000001,POINT (120.253311 15.799416)
284,0,16.190164000000003,120.47006100000002,POINT (120.470061 16.190164)
285,2,17.581355,120.387946,POINT (120.387946 17.581355)
286,0,16.0256,120.209,POINT (120.209 16.0256)
287,2,15.785324,120.261505,POINT (120.261505 15.785324)
288,2,15.96525278,120.6955639,POINT (120.6955639 15.96525278)
289,2,15.924921,120.849282,POINT (120.849282 15.924921)
290,0,16.110668,120.517164,POINT (120.517164 16.110668)
291,2,17.433914,120.51446200000001,POINT (120.514462 17.433914)
292,0,17.2855,120.55,POINT (120.55 17.2855)
293,2,16.008058,120.437022,POINT (120.437022 16.008058)
294,0,18.068820000000002,120.621743,POINT (120.621743 18.06882)
295,0,18.06999444,120.59501110000001,POINT (120.5950111 18.06999444)
296,1,16.090846,120.09981100000002,POINT (120.099811 16.090846)
297,2,18.155081,120.62076599999999,POINT (120.620766 18.155081)
298,0,17.838235,120.48924299999999,POINT (120.489243 17.838235)
299,2,16.917957,120.490669,POINT (120.490669 16.917957)
300,0,15.900205999999999,120.800024,POINT (120.800024 15.900206)
302,2,15.93553889,120.41767779999999,POINT (120.4176778 15.93553889)
304,0,16.046636,120.773857,POINT (120.773857 16.046636)
305,0,15.993229999999999,120.71750800000001,POINT (120.717508 15.99323)
306,2,15.88225833,120.56206670000002,POINT (120.5620667 15.88225833)
307,2,16.623547,120.40138799999998,POINT (120.401388 16.623547)
308,2,16.545046,120.389576,POINT (120.389576 16.545046)
311,2,17.71721389,120.49690829999999,POINT (120.4969083 17.71721389)
313,0,18.015372,120.635931,POINT (120.635931 18.015372)
314,0,17.710491,120.446396,POINT (120.446396 17.710491)
315,2,18.106111,120.7675,POINT (120.7675 18.106111)
316,2,18.059918,120.747165,POINT (120.747165 18.059918)
317,2,16.06157,120.402643,POINT (120.402643 16.06157)
318,1,17.92514,120.672568,POINT (120.672568 17.92514)
320,0,16.963385,120.470642,POINT (120.470642 16.963385)
321,2,16.541967,120.418667,POINT (120.418667 16.541967)
322,2,18.219033,120.60484699999999,POINT (120.604847 18.219033)
323,1,16.03955556,120.4748278,POINT (120.4748278 16.03955556)
324,2,16.069796,119.93998,POINT (119.93998 16.069796)
325,2,18.068578,120.720968,POINT (120.720968 18.068578)
326,2,16.710225,120.34048600000001,POINT (120.340486 16.710225)
327,2,15.905555999999999,120.581667,POINT (120.581667 15.905556)
328,0,16.847222,120.36861100000002,POINT (120.368611 16.847222)
329,2,16.017982999999997,119.77178,POINT (119.77178 16.017983)
330,0,18.5169238,120.70785009999999,POINT (120.7078501 18.5169238)
331,2,16.4553,120.45,POINT (120.45 16.4553)
332,1,15.777965,120.48166699999999,POINT (120.481667 15.777965)
334,2,16.072727,120.44110900000001,POINT (120.441109 16.072727)
335,2,15.980081,120.275724,POINT (120.275724 15.980081)
336,2,15.975,120.255,POINT (120.255 15.975)
337,2,15.853142000000002,120.399507,POINT (120.399507 15.853142)
338,0,17.52469722,120.44475,POINT (120.44475 17.52469722)
339,2,15.8305,120.373922,POINT (120.373922 15.8305)
340,0,15.828033,120.379552,POINT (120.379552 15.828033)
341,0,16.912952,120.565044,POINT (120.565044 16.912952)
342,0,16.04632,120.86954899999999,POINT (120.869549 16.04632)
343,0,16.958412,120.56707,POINT (120.56707 16.958412)
344,1,16.242201,120.013618,POINT (120.013618 16.242201)
346,0,16.51872778,120.40434170000002,POINT (120.4043417 16.51872778)
347,2,16.52813611,120.3335639,POINT (120.3335639 16.52813611)
348,2,15.817509,120.36933300000001,POINT (120.369333 15.817509)
349,2,15.811010999999999,120.478349,POINT (120.478349 15.811011)
350,2,16.559244,120.33923,POINT (120.33923 16.559244)
351,0,17.270027,120.50202900000001,POINT (120.502029 17.270027)
352,0,16.739228,120.513029,POINT (120.513029 16.739228)
353,0,16.659308,120.545837,POINT (120.545837 16.659308)
354,2,15.811717999999999,120.455748,POINT (120.455748 15.811718)
355,1,15.880927,119.89783500000001,POINT (119.897835 15.880927)
356,1,15.8328,120.355,POINT (120.355 15.8328)
357,1,16.285967000000003,120.348546,POINT (120.348546 16.285967)
358,2,15.900832999999999,120.229444,POINT (120.229444 15.900833)
359,2,16.039099,120.26416299999998,POINT (120.264163 16.039099)
360,0,16.151807,120.09159299999999,POINT (120.091593 16.151807)
363,0,18.509601,120.591278,POINT (120.591278 18.509601)
364,0,17.584122,120.379799,POINT (120.379799 17.584122)
366,0,16.988525,120.453781,POINT (120.453781 16.988525)
367,1,16.368084,119.91139299999999,POINT (119.911393 16.368084)
368,1,15.763056,120.371389,POINT (120.371389 15.763056)
369,2,15.829434,120.385756,POINT (120.385756 15.829434)
370,2,18.054953,120.58805100000001,POINT (120.588051 18.054953)
371,0,17.285308999999998,120.52938300000001,POINT (120.529383 17.285309)
372,2,16.072567000000003,120.441506,POINT (120.441506 16.072567)
373,2,15.898299,120.50546899999999,POINT (120.505469 15.898299)
374,0,17.59844167,120.3613861,POINT (120.3613861 17.59844167)
375,2,15.816207,120.554829,POINT (120.554829 15.816207)
376,2,17.099613,120.47680700000001,POINT (120.476807 17.099613)
378,2,17.38304167,120.45560829999998,POINT (120.4556083 17.38304167)
379,2,15.908935999999999,120.42883300000001,POINT (120.428833 15.908936)
380,2,15.813432999999998,120.438142,POINT (120.438142 15.813433)
382,0,17.180401,120.51181000000001,POINT (120.51181 17.180401)
383,0,18.045498000000002,120.68604199999999,POINT (120.686042 18.045498)
384,2,16.021288000000002,120.27269799999999,POINT (120.272698 16.021288)
385,0,16.52798,120.33401,POINT (120.33401 16.52798)
386,0,16.192639,120.435414,POINT (120.435414 16.192639)
387,0,18.08862778,120.56769170000001,POINT (120.5676917 18.08862778)
388,0,16.157258,120.52221440000001,POINT (120.5222144 16.157258)
389,2,16.523519,120.45563899999999,POINT (120.455639 16.523519)
390,0,16.950022,120.437599,POINT (120.437599 16.950022)
391,0,18.037876999999998,120.48252099999999,POINT (120.482521 18.037877)
392,2,16.578537,120.456579,POINT (120.456579 16.578537)
393,1,16.420092999999998,119.926406,POINT (119.926406 16.420093)
394,2,17.872626,120.484606,POINT (120.484606 17.872626)
396,0,17.64225,120.375404,POINT (120.375404 17.64225)
397,1,16.046667000000003,120.593056,POINT (120.593056 16.046667)
398,0,18.175,120.654444,POINT (120.654444 18.175)
399,2,16.126626,120.453823,POINT (120.453823 16.126626)
400,2,18.1355582,120.5827773,POINT (120.5827773 18.1355582)
402,2,16.028167,120.268565,POINT (120.268565 16.028167)
403,1,16.029695,120.26758799999999,POINT (120.267588 16.029695)
404,1,16.205556,120.487222,POINT (120.487222 16.205556)
405,0,18.297869,120.59406000000001,POINT (120.59406 18.297869)
406,2,16.922373,120.461678,POINT (120.461678 16.922373)
407,2,16.04470556,120.4603361,POINT (120.4603361 16.04470556)
408,0,16.151841,120.450202,POINT (120.450202 16.151841)
409,2,16.139074,119.95833400000001,POINT (119.958334 16.139074)
410,2,16.970213,120.74823,POINT (120.74823 16.970213)
411,2,16.439698999999997,120.451101,POINT (120.451101 16.439699)
412,2,16.964367000000003,120.46068400000001,POINT (120.460684 16.964367)
413,2,16.752507,120.375596,POINT (120.375596 16.752507)
415,0,17.192383,120.51761599999999,POINT (120.517616 17.192383)
417,2,16.09692,120.366525,POINT (120.366525 16.09692)
418,1,18.501323,120.630895,POINT (120.630895 18.501323)
419,0,18.5059858,120.58611680000001,POINT (120.5861168 18.5059858)
420,2,16.066564,120.666702,POINT (120.666702 16.066564)
421,2,16.138803,120.52389099999999,POINT (120.523891 16.138803)
422,2,16.037609,120.634951,POINT (120.634951 16.037609)
423,0,16.002232,119.86413700000001,POINT (119.864137 16.002232)
424,2,15.851944,120.257222,POINT (120.257222 15.851944)
425,2,15.89605278,120.26264440000001,POINT (120.2626444 15.89605278)
426,0,15.8908642,120.2522382,POINT (120.2522382 15.8908642)
429,2,15.942222000000001,120.403056,POINT (120.403056 15.942222)
430,2,15.754916,120.328148,POINT (120.328148 15.754916)
432,1,16.1264,119.96678999999999,POINT (119.96679 16.1264)
433,2,15.934541000000001,120.225532,POINT (120.225532 15.934541)
434,2,16.100031,120.03455100000001,POINT (120.034551 16.100031)
435,2,15.99277778,120.6061111,POINT (120.6061111 15.99277778)
436,2,15.93196111,120.4301028,POINT (120.4301028 15.93196111)
437,1,16.148063,120.42303600000001,POINT (120.423036 16.148063)
438,1,16.386022,119.89398700000001,POINT (119.893987 16.386022)
439,2,15.956714000000002,120.34913600000002,POINT (120.349136 15.956714)
440,2,15.970095,120.77663500000001,POINT (120.776635 15.970095)
441,0,15.985532000000001,120.183451,POINT (120.183451 15.985532)
442,2,16.046194,120.364989,POINT (120.364989 16.046194)
443,1,15.90256944,120.34405829999999,POINT (120.3440583 15.90256944)
444,0,16.095095,120.67241499999999,POINT (120.672415 16.095095)
445,2,17.944145000000002,120.61563500000001,POINT (120.615635 17.944145)
446,2,16.006907,120.15306100000001,POINT (120.153061 16.006907)
447,2,15.882942000000002,120.50298899999999,POINT (120.502989 15.882942)
448,2,15.817725,120.47981399999999,POINT (120.479814 15.817725)
449,0,15.824969,120.486898,POINT (120.486898 15.824969)
450,2,16.078611,120.357778,POINT (120.357778 16.078611)
451,2,15.97490556,120.45871670000001,POINT (120.4587167 15.97490556)
452,0,16.06915833,120.55768059999998,POINT (120.5576806 16.06915833)
453,0,16.51570833,120.34336940000001,POINT (120.3433694 16.51570833)
454,2,18.139937,120.719278,POINT (120.719278 18.139937)
455,0,17.969751000000002,120.56605800000001,POINT (120.566058 17.969751)
456,2,15.788364000000001,120.45163899999999,POINT (120.451639 15.788364)
457,0,17.4909,120.428,POINT (120.428 17.4909)
459,0,16.50912222,120.3562528,POINT (120.3562528 16.50912222)
460,0,17.104696,120.70608500000002,POINT (120.706085 17.104696)
461,2,16.0175,120.38305559999999,POINT (120.3830556 16.0175)
462,1,16.159935,119.99886399999998,POINT (119.998864 16.159935)
463,2,16.04029167,120.5902778,POINT (120.5902778 16.04029167)
464,2,16.01805556,120.37111110000001,POINT (120.3711111 16.01805556)
465,2,15.97777778,120.37583329999998,POINT (120.3758333 15.97777778)
466,2,15.842146,120.475525,POINT (120.475525 15.842146)
467,2,16.048319,120.28908700000001,POINT (120.289087 16.048319)
468,0,15.979034,120.191492,POINT (120.191492 15.979034)
469,2,16.050127,120.412986,POINT (120.412986 16.050127)
470,0,15.803882999999999,120.251549,POINT (120.251549 15.803883)
471,2,15.781389,120.30611100000002,POINT (120.306111 15.781389)
472,2,15.8347,120.259,POINT (120.259 15.8347)
473,1,15.953818,120.214673,POINT (120.214673 15.953818)
474,0,17.988309,120.69218400000001,POINT (120.692184 17.988309)
475,1,17.932548,120.607643,POINT (120.607643 17.932548)
476,2,16.08133333,120.58111940000002,POINT (120.5811194 16.08133333)
477,0,16.648668,120.38044599999999,POINT (120.380446 16.648668)
478,0,17.20857133,120.5045727,POINT (120.5045727 17.20857133)
479,2,18.12549722,120.591625,POINT (120.591625 18.12549722)
480,2,17.59082222,120.4255889,POINT (120.4255889 17.59082222)
482,2,17.558699,120.36466599999999,POINT (120.364666 17.558699)
484,2,16.070325,120.76526299999999,POINT (120.765263 16.070325)
485,2,17.426145,120.458956,POINT (120.458956 17.426145)
486,1,16.192952,120.47734299999999,POINT (120.477343 16.192952)
